sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR19064660	/home/users/eunseo916/yunna02102/fastq/SRR19064660_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064660_2.fastq.gz
SRR19064661	/home/users/eunseo916/yunna02102/fastq/SRR19064661_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064661_2.fastq.gz
SRR19064662	/home/users/eunseo916/yunna02102/fastq/SRR19064662_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064662_2.fastq.gz
SRR19064663	/home/users/eunseo916/yunna02102/fastq/SRR19064663_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064663_2.fastq.gz
SRR19064664	/home/users/eunseo916/yunna02102/fastq/SRR19064664_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064664_2.fastq.gz
SRR19064665	/home/users/eunseo916/yunna02102/fastq/SRR19064665_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064665_2.fastq.gz
SRR19064666	/home/users/eunseo916/yunna02102/fastq/SRR19064666_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064666_2.fastq.gz
SRR19064667	/home/users/eunseo916/yunna02102/fastq/SRR19064667_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064667_2.fastq.gz
SRR19064668	/home/users/eunseo916/yunna02102/fastq/SRR19064668_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064668_2.fastq.gz
SRR19064669	/home/users/eunseo916/yunna02102/fastq/SRR19064669_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064669_2.fastq.gz
SRR19064670	/home/users/eunseo916/yunna02102/fastq/SRR19064670_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064670_2.fastq.gz
SRR19064671	/home/users/eunseo916/yunna02102/fastq/SRR19064671_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064671_2.fastq.gz
SRR19064672	/home/users/eunseo916/yunna02102/fastq/SRR19064672_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064672_2.fastq.gz
SRR19064673	/home/users/eunseo916/yunna02102/fastq/SRR19064673_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064673_2.fastq.gz
SRR19064674	/home/users/eunseo916/yunna02102/fastq/SRR19064674_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064674_2.fastq.gz
SRR19064675	/home/users/eunseo916/yunna02102/fastq/SRR19064675_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064675_2.fastq.gz
SRR19064676	/home/users/eunseo916/yunna02102/fastq/SRR19064676_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064676_2.fastq.gz
SRR19064677	/home/users/eunseo916/yunna02102/fastq/SRR19064677_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064677_2.fastq.gz
